year,cases
2027.576923076923,2089.036942473876
2027.5961538461538,2089.3481334643534
2027.6153846153845,2089.659383787732
2027.6346153846155,2089.970693289076
2027.6538461538462,2090.282061814977
2027.673076923077,2090.5934892135556
2027.6923076923076,2090.9049753344584
2027.7115384615386,2091.2165200289055
2027.7307692307693,2091.528123149648
2027.75,2091.8397845510067
2027.7692307692307,2092.1515040888808
2027.7884615384614,2092.46328162074
2027.8076923076924,2092.775117005677
2027.826923076923,2093.08701010436
2027.8461538461538,2093.3989607790545
2027.8653846153845,2093.710968893681
2027.8846153846155,2094.023034313746
2027.9038461538462,2094.3351569064093
2027.923076923077,2094.6473365404613
2027.9423076923076,2094.9595730863625
2027.9615384615386,2095.2718664162176
2027.9807692307693,2095.5842164037767
2028,2095.8966229245134
2028.0192307692307,2096.209085855522
2028.0384615384614,2096.521526901789
2028.0576923076924,2096.833946649668
2028.076923076923,2097.1463456824654
2028.0961538461538,2097.4587245804723
2028.1153846153845,2097.7710839209735
2028.1346153846155,2098.083424278296
2028.1538461538462,2098.3957462238677
2028.173076923077,2098.70805032619
2028.1923076923076,2099.0203371509315
2028.2115384615386,2099.3326072609298
2028.2307692307693,2099.6448612161994
2028.25,2099.957099574033
2028.2692307692307,2100.26932288899
2028.2884615384614,2100.5815317128986
2028.3076923076924,2100.893726594957
2028.326923076923,2101.205908081692
2028.3461538461538,2101.518076717067
2028.3653846153845,2101.8302330424303
2028.3846153846155,2102.142377596602
2028.4038461538462,2102.4545109159226
2028.423076923077,2102.7666335342055
2028.4423076923076,2103.078745982835
2028.4615384615386,2103.390848790768
2028.4807692307693,2103.7029424845723
2028.5,2104.0150275884366
2028.5192307692307,2104.3271046242553
2028.5384615384614,2104.6391741115663
2028.5576923076924,2104.951236567686
2028.576923076923,2105.2632925076487
2028.5961538461538,2105.5753424442887
2028.6153846153845,2105.8873868882374
2028.6346153846155,2106.1994263479655
2028.6538461538462,2106.511461329834
2028.673076923077,2106.823492338055
2028.6923076923076,2107.1355198748142
2028.7115384615386,2107.447544440176
2028.7307692307693,2107.7595665322383
2028.75,2108.0715866470646
2028.7692307692307,2108.383605278778
2028.7884615384614,2108.6956229195102
2028.8076923076924,2109.007640059479
2028.826923076923,2109.3196571870367
2028.8461538461538,2109.6316747886217
2028.8653846153845,2109.9436933488378
2028.8846153846155,2110.2557133504724
2028.9038461538462,2110.5677352745074
2028.923076923077,2110.879759600143
2028.9423076923076,2111.1917868048254
2028.9615384615386,2111.5038173642733
2028.9807692307693,2111.815851752506
2029,2112.127890441849
2029.0192307692307,2112.4399339029865
2029.0384615384614,2112.7520163832437
2029.0576923076924,2113.0641380542143
2029.076923076923,2113.37629908776
2029.0961538461538,2113.6884996561057
2029.1153846153845,2114.000739931786
2029.1346153846155,2114.313020087689
2029.1538461538462,2114.6253402970865
2029.173076923077,2114.9377007335875
2029.1923076923076,2115.250101571195
2029.2115384615386,2115.5625429842903
2029.2307692307693,2115.8750251476786
2029.25,2116.1875482365645
2029.2692307692307,2116.5001124265646
2029.2884615384614,2116.812717893733
2029.3076923076924,2117.125364814597
2029.326923076923,2117.438053366052
2029.3461538461538,2117.7507837255357
2029.3653846153845,2118.063556070927
2029.3846153846155,2118.376370580562
2029.4038461538462,2118.6892274332795
2029.423076923077,2119.0021268084242
2029.4423076923076,2119.3150688858364
2029.4615384615386,2119.6280538458595
2029.4807692307693,2119.9410818693723
2029.5,2120.2541531377624
2029.5192307692307,2120.5672678329706
2029.5384615384614,2120.8804261374844
2029.5576923076924,2121.1936282343295
2029.576923076923,2121.5068743071065
2029.5961538461538,2121.8201645399554
2029.6153846153845,2122.1334991176313
2029.6346153846155,2122.4468782254244
2029.6538461538462,2122.760302049279
2029.673076923077,2123.0737707756684
2029.6923076923076,2123.3872845916912
2029.7115384615386,2123.700843685068
2029.7307692307693,2124.0144482441356
2029.75,2124.3280984578496
2029.7692307692307,2124.641794515767
2029.7884615384614,2124.955536608139
2029.8076923076924,2125.269324925801
2029.826923076923,2125.5831596602857
2029.8461538461538,2125.8970410037446
2029.8653846153845,2126.2109691490177
2029.8846153846155,2126.52494428959
2029.9038461538462,2126.838966619635
2029.923076923077,2127.153036333988
2029.9423076923076,2127.4671536282017
2029.9615384615386,2127.7813186984918
2029.9807692307693,2128.095531741755
2030,2128.4097929556615
